STATEFIPS,STATE,zipcode,agi_stub,N1,mars1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,VITA_EIC,RAL,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20800,A20800,n21020,a21020,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
50,VT,05824,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05825,1,50,40,0,0,30,70,0,0,0,0,0,0,0,40,605,50,654,40,466,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,135,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,91,30,47,0,0,0,0,0,0,0,0,20,14,30,24,0,0,0,0,0,0,40,69
50,VT,05825,2,40,20,40,0,40,80,50,0,0,0,0,0,0,0,1877,60,1877,60,3403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3106,60,504,0,0,0,0,30,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,591,0,0,0,0,0,0,0,0,0,0,60,477,60,516,0,0,0,0,0,0,50,93
50,VT,05825,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05825,4,20,0,0,0,0,60,0,0,0,0,0,0,0,0,2914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05825,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05825,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05826,1,170,120,30,30,70,210,50,0,0,0,0,0,30,40,1919,170,1958,120,1306,40,17,20,19,20,9,0,0,30,282,0,0,20,108,40,418,20,0,0,0,0,0,0,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,0,0,0,0,0,0,20,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,402,70,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,0,0,30,44,0,0,0,0,20,12,150,271,50,108,60,114,40,52,0,0,0,0,60,38,80,87,0,0,0,0,20,15,130,193
50,VT,05826,2,120,60,50,0,80,220,50,0,0,0,0,0,0,40,4214,120,4391,100,3092,40,20,20,45,20,38,20,13,40,520,50,183,0,0,0,0,0,20,89,40,225,20,463,40,177,0,0,0,0,20,58,30,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,121,0,0,0,0,0,0,0,0,30,36,0,0,0,0,110,2138,110,260,0,0,30,18,60,39,20,2,0,0,0,0,30,7,0,0,0,0,40,112,30,115,40,147,0,0,110,481,20,43,0,0,0,0,0,0,0,0,90,227,100,307,0,0,0,0,30,49,80,209
50,VT,05826,3,60,20,50,0,40,150,30,0,0,0,0,0,0,30,3952,60,4080,60,2729,40,19,30,93,20,58,0,0,0,0,0,0,20,228,30,1168,0,0,0,20,348,0,0,30,128,0,0,0,0,0,0,0,0,40,41,0,0,0,0,50,897,2167,0,0,50,113,0,0,50,201,0,0,30,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2446,60,324,0,0,0,0,30,39,0,0,0,0,0,0,0,0,30,47,0,0,0,0,0,0,0,0,0,0,60,431,0,0,0,0,0,0,0,0,0,0,60,285,60,331,0,0,0,0,30,101,50,110
50,VT,05826,4,40,0,30,0,30,90,20,0,0,0,0,0,0,20,3156,40,3321,30,2286,0,0,0,0,0,0,30,26,30,308,30,226,0,0,0,0,0,0,0,20,434,0,0,40,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2225,40,314,0,0,0,0,30,42,0,0,0,0,0,0,0,0,0,0,0,0,20,87,0,0,0,0,0,0,40,373,0,0,0,0,0,0,0,0,0,0,40,292,40,320,0,0,0,0,0,0,40,172
50,VT,05826,5,40,0,30,0,30,90,30,0,0,0,0,0,0,0,6148,40,6148,30,3028,20,10,20,316,20,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,847,5162,0,0,30,278,0,0,30,188,0,0,30,475,0,0,0,0,0,0,0,0,0,0,30,61,0,0,0,0,40,4822,40,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,997,0,0,0,0,0,0,0,0,0,0,40,857,40,941,0,0,0,0,0,0,0,0
50,VT,05826,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05827,1,100,80,0,0,40,130,20,0,0,0,0,0,0,30,1272,100,1329,70,791,30,4,20,33,20,26,0,0,50,370,0,0,0,0,0,0,0,0,0,0,0,0,0,40,57,0,0,0,0,0,0,0,0,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,254,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,38,20,91,20,83,0,0,90,173,50,74,30,53,0,0,0,0,0,0,30,25,60,65,0,0,0,0,30,34,80,118
50,VT,05827,2,60,50,50,0,30,100,40,0,0,0,0,0,0,40,2120,60,2239,50,1479,30,21,40,42,30,21,0,0,0,0,40,17,30,379,40,625,0,0,0,40,264,0,0,40,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,374,1637,0,0,20,56,0,0,30,120,0,0,30,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1158,60,140,0,0,0,0,40,31,0,0,0,0,0,0,0,0,30,32,0,0,30,69,0,0,0,0,0,0,60,238,0,0,0,0,0,0,0,0,0,0,50,123,50,149,0,0,0,0,0,0,60,158
50,VT,05827,3,30,0,0,0,30,60,0,0,0,0,0,0,0,0,1579,30,1579,20,1019,30,4,0,0,0,0,0,0,20,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1007,20,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,227,0,0,0,0,0,0,0,0,0,0,20,129,30,208,0,0,0,0,20,71,0,0
50,VT,05827,4,20,0,20,0,0,60,40,0,0,0,0,0,0,0,2076,20,2181,40,3194,0,0,0,0,30,664,20,17,0,0,30,147,0,0,20,836,0,0,0,30,563,0,0,30,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,152,0,0,0,0,0,0,0,0,30,99,0,0,0,0,20,1474,20,194,0,0,0,0,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,230,0,0,0,0,0,0,0,0,0,0,20,172,20,194,0,0,0,0,0,0,30,128
50,VT,05827,5,30,0,30,0,30,80,0,0,0,0,0,0,0,20,4546,30,4546,0,0,30,16,20,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,767,3416,0,0,20,181,0,0,20,170,0,0,20,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3367,30,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,588,0,0,0,0,0,0,0,0,0,0,30,504,30,526,0,0,0,0,0,0,0,0
50,VT,05827,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05828,1,350,260,60,30,170,420,90,0,0,0,0,0,30,130,3995,350,4089,220,2406,90,47,50,108,50,77,0,0,70,318,50,78,40,204,80,672,30,20,88,30,54,0,0,80,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,366,365,30,222,0,0,20,10,20,72,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,20,91,0,0,140,801,140,87,0,0,0,0,30,7,0,0,0,0,0,0,0,0,0,0,0,0,50,69,20,68,20,69,0,0,300,555,80,197,60,166,40,54,0,0,0,0,130,80,180,154,0,0,0,0,50,37,270,433
50,VT,05828,2,260,150,80,50,140,450,110,0,0,0,0,0,30,90,9903,260,10107,210,7434,90,26,50,113,40,96,20,12,50,418,40,211,30,338,60,1264,0,0,0,60,418,30,-14,90,204,30,7,0,0,30,179,0,0,60,54,0,0,0,0,50,678,1792,0,0,50,74,0,0,40,141,0,0,50,216,40,246,0,0,0,0,20,25,0,0,40,74,0,0,0,0,260,5524,250,676,0,0,20,18,90,91,0,0,0,0,30,32,50,13,50,46,0,0,30,96,30,126,40,143,40,26,260,1229,40,83,30,56,40,54,0,0,0,0,220,585,240,699,0,0,0,0,30,53,230,568
50,VT,05828,3,160,50,90,0,90,350,100,0,0,0,0,0,30,60,9723,160,10012,140,7221,70,26,50,131,40,68,30,15,60,785,40,140,40,634,40,891,0,20,71,50,687,0,0,80,289,0,0,0,0,0,0,40,226,30,27,0,0,0,0,40,707,2735,20,112,40,99,0,0,40,205,0,0,40,309,40,231,0,0,0,0,0,0,0,0,20,46,20,122,0,0,160,6320,160,867,0,0,0,0,70,98,50,2,40,21,0,0,20,4,40,55,0,0,40,139,0,0,0,0,0,0,160,1110,0,0,0,0,0,0,40,40,0,0,150,769,150,874,0,0,0,0,30,106,120,332
50,VT,05828,4,100,30,80,0,60,250,70,0,0,0,0,0,0,40,8740,100,8926,90,6783,50,17,40,180,30,156,30,20,0,0,30,186,0,0,20,621,0,0,0,30,547,0,0,40,186,20,6,0,0,0,0,0,0,20,28,0,0,0,0,40,771,3696,0,0,40,143,0,0,40,191,0,0,40,338,40,248,0,0,0,0,0,0,0,0,30,47,0,0,0,0,100,6201,100,848,0,0,0,0,50,62,0,0,0,0,20,33,0,0,30,38,40,45,0,0,0,0,0,0,0,0,100,1021,0,0,0,0,0,0,0,0,0,0,100,786,100,840,0,0,0,0,20,40,70,215
50,VT,05828,5,120,0,110,0,80,320,90,0,0,0,0,0,0,60,16018,120,16675,110,10882,80,106,70,1181,70,1007,70,105,40,523,50,785,30,671,50,1760,0,0,0,50,1095,30,2525,70,657,0,0,0,0,0,0,0,0,30,25,0,0,0,0,90,2105,12119,0,0,90,549,0,0,90,538,0,0,90,1097,90,637,0,0,0,0,0,0,0,0,70,245,30,242,0,0,120,12160,120,1946,0,0,0,0,80,126,40,8,0,0,0,0,0,0,30,35,0,0,20,153,0,0,0,0,0,0,120,2151,0,0,0,0,0,0,0,0,0,0,120,1828,120,1927,0,0,0,0,50,531,90,451
50,VT,05828,6,30,0,30,0,20,80,20,0,0,0,0,0,0,0,11145,30,11145,30,4588,20,32,0,0,0,0,0,0,0,0,20,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1490,10941,0,0,30,888,0,0,30,278,0,0,30,1166,0,0,0,0,0,0,0,0,0,0,20,144,0,0,0,0,30,9418,30,2453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2910,0,0,0,0,0,0,0,0,0,0,30,2446,30,2577,0,0,0,0,0,0,0,0
50,VT,05829,1,520,350,110,50,270,710,150,50,0,50,0,20,80,180,5838,520,5947,350,4039,120,124,70,135,60,98,0,0,70,524,50,-16,60,332,100,716,0,20,59,30,53,0,0,80,109,0,0,0,0,20,62,20,100,30,28,0,0,0,0,30,364,334,0,0,0,0,0,0,30,80,0,0,30,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1259,200,131,0,0,0,0,40,16,0,0,0,0,0,0,20,4,0,0,0,0,60,85,20,84,20,74,0,0,420,863,150,319,120,281,70,83,30,24,30,20,170,115,210,205,0,0,0,0,40,49,390,694
50,VT,05829,2,310,180,90,40,160,550,150,0,0,0,0,0,60,80,11140,310,11449,270,8971,80,47,40,68,40,47,30,15,50,741,40,111,30,267,50,689,0,40,156,60,309,30,104,110,309,0,0,0,0,0,0,0,0,50,46,0,0,0,0,30,463,1202,50,278,40,42,0,0,30,76,0,0,30,116,40,162,0,0,0,0,0,0,0,0,50,63,0,0,0,0,310,6031,310,753,0,0,30,30,120,100,20,3,30,15,30,29,40,13,70,64,0,0,50,121,40,152,50,182,40,25,310,1385,60,131,50,107,40,58,0,0,0,0,260,652,280,789,0,0,0,0,40,107,270,692
50,VT,05829,3,170,50,100,30,120,360,100,0,0,0,0,0,40,50,10305,170,10498,150,7925,60,26,40,77,40,56,30,23,30,330,50,53,20,315,40,861,30,20,81,40,578,0,0,60,193,0,0,0,0,0,0,30,129,30,33,0,0,0,0,40,646,2744,0,0,40,107,0,0,40,115,0,0,40,229,40,224,0,0,0,0,0,0,0,0,0,0,40,151,0,0,170,6793,170,942,0,0,0,0,90,121,0,0,0,0,30,47,20,4,50,76,0,0,40,98,0,0,0,0,0,0,160,1227,0,0,0,0,0,0,20,25,0,0,160,821,160,901,0,0,0,0,50,120,130,391
50,VT,05829,4,110,40,90,0,70,260,60,0,0,0,0,0,0,40,9543,110,9688,100,7526,60,23,30,78,30,60,20,23,30,161,0,0,30,585,30,982,0,20,92,30,538,0,0,50,145,30,10,0,0,20,191,0,0,30,32,0,0,0,0,40,716,3483,0,0,40,152,0,0,40,166,0,0,40,323,30,197,0,0,0,0,0,0,0,0,20,44,0,0,0,0,110,6938,110,1013,0,0,0,0,50,75,30,2,0,0,0,0,0,0,50,77,0,0,0,0,0,0,0,0,0,0,110,1218,0,0,0,0,0,0,0,0,0,0,110,938,110,968,0,0,0,0,0,0,90,279
50,VT,05829,5,100,0,80,0,70,250,70,0,0,0,0,0,0,50,13275,100,14135,90,9677,60,140,40,261,40,217,40,89,40,1647,50,1163,0,0,30,716,0,0,0,30,631,30,2622,60,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1266,8722,0,0,60,385,0,0,60,322,0,0,60,731,60,473,0,0,0,0,0,0,0,0,40,83,0,0,0,0,100,10480,100,1781,0,0,0,0,50,45,0,0,0,0,0,0,0,0,0,0,0,0,30,221,0,0,0,0,0,0,100,1903,0,0,0,0,0,0,0,0,0,0,100,1740,100,1850,0,0,0,0,40,609,70,430
50,VT,05829,6,30,0,20,0,30,80,20,0,0,0,0,0,0,0,12473,30,12473,30,4815,30,53,20,135,20,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1306,12155,0,0,30,847,0,0,30,245,0,0,30,1093,0,0,0,0,0,0,0,0,0,0,20,145,0,0,0,0,30,10960,30,2962,20,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3093,0,0,0,0,0,0,0,0,0,0,30,2955,30,3125,0,0,0,0,0,0,0,0
50,VT,05830,1,350,230,70,40,160,490,120,0,0,0,0,0,40,110,4243,350,4291,250,3268,90,30,40,71,40,62,0,0,50,118,40,72,50,277,70,578,0,30,77,0,0,0,0,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,976,140,99,0,0,0,0,50,16,0,0,0,0,0,0,20,3,0,0,0,0,40,34,20,56,0,0,0,0,290,676,110,259,90,239,60,70,20,22,0,0,110,83,150,124,0,0,0,0,20,19,280,571
50,VT,05830,2,220,120,60,50,120,380,100,0,0,0,0,0,30,50,7776,220,7907,190,6379,50,11,30,75,30,42,30,16,50,350,0,0,0,0,40,586,0,30,82,60,291,0,0,50,131,30,7,0,0,0,0,0,0,40,30,0,0,0,0,40,567,1309,0,0,30,44,0,0,30,100,0,0,40,148,30,132,0,0,0,0,0,0,0,0,30,25,0,0,0,0,220,4193,210,520,0,0,0,0,80,68,0,0,20,11,30,31,30,6,70,55,0,0,20,49,0,0,30,69,30,20,210,954,50,95,40,81,30,29,0,0,0,0,180,451,190,516,0,0,0,0,30,35,190,452
50,VT,05830,3,110,50,60,0,60,230,70,0,0,0,0,0,20,40,6659,110,6793,90,4918,50,21,30,126,30,76,30,20,0,0,40,188,30,280,40,797,0,30,110,30,363,0,0,50,134,0,0,0,0,0,0,0,0,30,35,0,0,0,0,30,434,2117,0,0,30,82,0,0,30,94,0,0,30,218,30,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,4479,110,605,0,0,0,0,70,113,0,0,0,0,0,0,0,0,30,47,0,0,30,67,0,0,0,0,0,0,110,776,0,0,0,0,0,0,0,0,0,0,100,517,100,549,0,0,0,0,20,30,90,255
50,VT,05830,4,40,0,30,0,30,100,30,0,0,0,0,0,0,0,3717,40,3764,40,2982,0,0,0,0,0,0,0,0,20,316,0,0,0,0,20,713,0,0,0,30,473,0,0,20,47,0,0,0,0,0,0,0,0,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2707,40,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,38,0,0,0,0,0,0,0,0,0,0,40,455,0,0,0,0,0,0,0,0,0,0,40,385,40,426,0,0,0,0,30,152,30,87
50,VT,05830,5,60,0,50,0,40,150,40,0,0,0,0,0,0,30,8993,60,9090,50,5736,40,21,30,41,20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,694,5708,0,0,30,238,0,0,30,143,0,0,40,436,20,133,0,0,0,0,0,0,0,0,30,55,0,0,0,0,60,7360,60,1392,0,0,0,0,20,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1467,0,0,0,0,0,0,0,0,0,0,60,1349,60,1451,0,0,0,0,0,0,40,140
50,VT,05830,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05832,1,180,130,40,0,80,210,40,0,0,0,0,0,0,50,1988,180,2051,120,1372,50,12,20,15,0,0,0,0,40,263,0,0,0,0,20,200,0,20,71,0,0,0,0,40,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,109,0,0,0,0,20,76,0,0,30,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,454,70,56,0,0,20,21,0,0,0,0,0,0,0,0,0,0,20,15,0,0,30,45,0,0,20,83,0,0,160,253,70,123,50,79,30,39,0,0,0,0,60,50,90,98,0,0,0,0,30,19,130,175
50,VT,05832,2,120,70,40,30,70,210,50,0,0,0,0,0,30,30,4381,120,4492,100,3066,40,8,30,141,50,112,0,0,30,278,40,51,50,312,30,492,0,0,0,40,170,0,0,50,111,20,7,0,0,0,0,0,0,40,37,0,0,0,0,30,445,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,132,0,0,120,2350,110,288,0,0,0,0,60,37,0,0,0,0,0,0,30,10,0,0,0,0,50,151,40,139,30,86,0,0,110,491,0,0,0,0,0,0,0,0,0,0,100,257,110,354,0,0,0,0,30,60,90,186
50,VT,05832,3,80,30,50,0,60,180,50,0,0,0,0,0,0,50,4821,80,5020,60,3268,40,37,40,145,30,90,30,19,20,318,30,15,0,0,20,504,0,0,0,20,399,30,550,50,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,651,2602,0,0,50,131,0,0,40,159,0,0,40,276,40,214,0,0,0,0,0,0,0,0,40,76,0,0,0,0,80,3049,80,420,0,0,0,0,60,82,40,2,0,0,0,0,0,0,20,35,0,0,0,0,0,0,0,0,0,0,80,602,0,0,0,0,0,0,0,0,0,0,80,376,80,457,0,0,0,0,30,90,60,179
50,VT,05832,4,40,0,40,0,20,100,30,0,0,0,0,0,0,0,3526,40,3526,30,2328,20,6,0,0,0,0,0,0,30,107,0,0,20,317,30,1263,0,0,0,30,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2532,40,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,0,0,20,76,0,0,0,0,0,0,40,386,0,0,0,0,0,0,0,0,0,0,40,311,40,328,0,0,0,0,0,0,30,94
50,VT,05832,5,60,0,50,0,40,160,50,0,0,0,0,0,0,20,12142,60,12392,50,6261,40,43,40,478,30,421,30,34,0,0,30,1097,0,0,0,0,0,0,0,0,0,0,0,30,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1741,11060,0,0,50,729,0,0,50,393,0,0,50,1124,40,249,0,0,0,0,0,0,0,0,40,153,0,0,0,0,60,9696,60,1938,0,0,0,0,30,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2295,0,0,0,0,0,0,0,0,0,0,60,1883,60,2033,0,0,0,0,20,292,30,211
50,VT,05832,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05836,1,210,150,40,20,110,290,80,0,0,0,0,0,0,60,2373,210,2430,150,1780,50,12,20,49,0,0,20,10,50,156,20,25,40,224,30,193,30,0,0,0,0,20,1,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,526,80,56,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,96,30,87,0,0,0,0,180,408,70,174,60,154,40,47,0,0,0,0,80,54,110,98,0,0,0,0,0,0,160,319
