,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender
19507,17 minutes,16,Steuart St at Market St,126,Esprit Park,2891,3,1989,Female
19508,8 minutes,22,Howard St at Beale St,27,Beale St at Harrison St,2193,2,1981,Female
19509,8 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,5031,3,1984,Male
19510,16 minutes,21,Montgomery St BART Station (Market St at 2nd St),126,Esprit Park,3060,3,1985,Male
19511,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),95,Sanchez St at 15th St,4657,2,1974,Male
19512,14 minutes,81,Berry St at 4th St,75,Market St at Franklin St,1584,1,1996,Female
19513,10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2353,1,1978,Male
19514,11 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),1863,1,1990,Female
19515,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),124,19th St at Florida St,5400,2,1978,Male
19516,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),4755,2,1985,Male
19517,5 minutes,5,Powell St BART Station (Market St at 5th St),21,Montgomery St BART Station (Market St at 2nd St),5276,3,1993,Male
19518,5 minutes,22,Howard St at Beale St,15,San Francisco Ferry Building (Harry Bridges Plaza),465,2,1980,Male
19519,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),36,Folsom St at 3rd St,4395,1,1971,Male
19520,13 minutes,5,Powell St BART Station (Market St at 5th St),121,Mission Playground,5547,3,1986,Male
19521,13 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4745,2,1993,Male
19522,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),27,Beale St at Harrison St,5273,1,1963,Male
19523,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,1808,2,1987,Female
19524,11 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4445,2,1990,Female
19525,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),9,Broadway at Battery St,5011,2,1987,Male
19526,10 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,5019,1,1985,Female
19527,10 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),63,2,1974,Male
19528,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2072,1,1979,Male
19529,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),323,Broadway at Kearny,4955,3,1980,Male
19530,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),3263,2,1953,Male
19531,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),42,San Francisco City Hall (Polk St at Grove St),4619,1,1994,Male
19532,17 minutes,22,Howard St at Beale St,74,Laguna St at Hayes St,626,2,1982,Male
19533,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),93,4th St at Mission Bay Blvd S,5122,1,1980,Male
19534,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),112,Harrison St at 17th St,5297,2,1990,Male
19535,7 minutes,5,Powell St BART Station (Market St at 5th St),60,8th St at Ringold St,4936,1,1993,Male
19536,19 minutes,16,Steuart St at Market St,107,17th St at Dolores St,4803,3,1981,Male
19537,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),47,3,1982,Other
19538,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),1366,3,1986,Female
19539,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),4948,2,1979,Male
19540,10 minutes,81,Berry St at 4th St,114,Rhode Island St at 17th St,38,1,1966,Female
19541,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),60,8th St at Ringold St,5474,1,1994,Male
19542,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),92,Mission Bay Kids Park,5497,1,1993,Male
19543,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),126,Esprit Park,5521,2,1992,Male
19544,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),1310,2,1985,Female
19545,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,4714,3,1997,Male
19546,7 minutes,5,Powell St BART Station (Market St at 5th St),41,Golden Gate Ave at Polk St,2068,3,1974,Male
19547,8 minutes,3,Powell St BART Station (Market St at 4th St),41,Golden Gate Ave at Polk St,4736,2,1989,Female
19548,37 minutes,16,Steuart St at Market St,132,24th St at Chattanooga St,5262,2,1991,Male
19549,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,4926,2,1987,Female
19550,9 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,5036,1,1994,Male
19551,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,5447,1,1973,Male
19552,2 minutes,22,Howard St at Beale St,25,Howard St at 2nd St,3646,2,1975,Male
19553,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),61,Howard St at 8th St,2119,2,1988,Female
19554,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),1564,1,1973,Female
19555,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),3128,2,1977,Female
19556,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),4998,1,1986,Male
19557,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,5575,2,1992,Male
19558,37 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),146,30th St at San Jose Ave,5349,2,1987,Male
19559,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),89,Division St at Potrero Ave,4795,2,1989,Male
19560,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),5,Powell St BART Station (Market St at 5th St),2280,2,1969,Male
19561,7 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,1003,3,1984,Male
19562,22 minutes,22,Howard St at Beale St,63,Bryant St at 6th St,3010,2,1996,Male
19563,11 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,3068,3,1988,Male
19564,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5082,2,1985,Male
19565,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),3,Powell St BART Station (Market St at 4th St),1537,2,1989,Female
19566,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,4941,3,1954,Male
19567,4 minutes,3,Powell St BART Station (Market St at 4th St),324,Union Square (Powell St at Post St),5481,2,1962,Male
19568,8 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),260,3,1983,Male
19569,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),10,Washington St at Kearny St,5248,3,1987,Male
19570,12 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),762,2,1986,Male
19571,9 minutes,5,Powell St BART Station (Market St at 5th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4955,2,1988,Male
19572,5 minutes,5,Powell St BART Station (Market St at 5th St),33,Golden Gate Ave at Hyde St,5173,1,1988,Female
19573,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,5133,2,1986,Male
19574,22 minutes,3,Powell St BART Station (Market St at 4th St),145,29th St at Church St,4811,3,1984,Female
19575,11 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1718,3,1986,Male
19576,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),97,14th St at Mission St,4949,2,1991,Female
19577,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5142,3,1977,Male
19578,1 minutes,21,Montgomery St BART Station (Market St at 2nd St),21,Montgomery St BART Station (Market St at 2nd St),5274,1,1989,Female
19579,9 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5470,1,1985,Male
19580,3 minutes,22,Howard St at Beale St,28,The Embarcadero at Bryant St,2001,1,1972,Female
19581,35 minutes,22,Howard St at Beale St,115,Jackson Playground,3432,2,1970,Male
19582,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,5492,2,1984,Male
19583,6 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,5297,2,1998,Male
19584,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),114,Rhode Island St at 17th St,4656,2,1989,Male
19585,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),5,Powell St BART Station (Market St at 5th St),2128,2,1975,Male
19586,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),41,Golden Gate Ave at Polk St,5370,3,1979,Male
19587,10 minutes,22,Howard St at Beale St,81,Berry St at 4th St,3068,2,1977,Male
19588,22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),86,Market St at Dolores St,4758,2,1988,Male
19589,22 minutes,3,Powell St BART Station (Market St at 4th St),122,19th St at Mission St,3325,3,1993,Male
19590,10 minutes,16,Steuart St at Market St,92,Mission Bay Kids Park,5224,1,1980,Male
19591,9 minutes,22,Howard St at Beale St,64,5th St at Brannan St,5141,2,1978,Male
19592,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),134,Valencia St at 24th St,5561,3,1987,Male
19593,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),2548,1,1974,Male
19594,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),1830,3,1985,Male
19595,7 minutes,3,Powell St BART Station (Market St at 4th St),66,3rd St at Townsend St,5250,1,1986,Male
19596,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),76,McCoppin St at Valencia St,4975,3,1988,Male
19597,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2597,3,1974,Male
19598,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),36,Folsom St at 3rd St,1712,3,1992,Male
19599,9 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4714,2,1982,Female
19600,5 minutes,22,Howard St at Beale St,11,Davis St at Jackson St,1565,1,1977,Male
19601,9 minutes,22,Howard St at Beale St,64,5th St at Brannan St,4725,2,1978,Male
19602,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),323,Broadway at Kearny,4850,2,1983,Male
19603,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),95,Sanchez St at 15th St,5352,2,1981,Male
19604,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),98,Valencia St at 16th St,4942,1,1980,Male
19605,10 minutes,3,Powell St BART Station (Market St at 4th St),85,Church St at Duboce Ave,4659,3,1987,Male
19606,10 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5411,2,1987,Male
19607,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),126,Esprit Park,5475,1,1986,Male
19608,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),4955,2,1976,Male
19609,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),47,4th St at Harrison St,1771,3,1978,Male
19610,7 minutes,3,Powell St BART Station (Market St at 4th St),59,S Van Ness Ave at Market St,5029,1,1988,Male
19611,23 minutes,81,Berry St at 4th St,377,Fell St at Stanyan St,4991,2,1979,Male
19612,11 minutes,81,Berry St at 4th St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5006,3,1990,Male
19613,13 minutes,81,Berry St at 4th St,58,Market St at 10th St,4712,2,1974,Male
19614,12 minutes,3,Powell St BART Station (Market St at 4th St),73,Pierce St at Haight St,5468,3,1983,Male
19615,5 minutes,3,Powell St BART Station (Market St at 4th St),321,5th St at Folsom,2356,1,1984,Male
19616,8 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),370,1,1973,Male
19617,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),1587,1,1968,Male
19618,3 minutes,16,Steuart St at Market St,11,Davis St at Jackson St,48,3,1964,Male
19619,6 minutes,22,Howard St at Beale St,66,3rd St at Townsend St,5016,1,1971,Male
19620,8 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,1220,3,1983,Female
19621,10 minutes,3,Powell St BART Station (Market St at 4th St),43,San Francisco Public Library (Grove St at Hyde St),5343,2,1990,Female
19622,9 minutes,3,Powell St BART Station (Market St at 4th St),43,San Francisco Public Library (Grove St at Hyde St),4958,2,1995,Male
19623,5 minutes,22,Howard St at Beale St,15,San Francisco Ferry Building (Harry Bridges Plaza),5518,1,1979,Female
19624,8 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4718,2,1982,Male
19625,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,4615,2,1989,Male
19626,5 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),953,1,1958,Female
19627,27 minutes,21,Montgomery St BART Station (Market St at 2nd St),105,16th St at Prosper St,4737,2,1986,Female
19628,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),90,Townsend St at 7th St,5044,2,1986,Male
19629,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),90,Townsend St at 7th St,5561,1,1983,Male
19630,32 minutes,16,Steuart St at Market St,377,Fell St at Stanyan St,4982,2,1986,Male
19631,10 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),530,1,1980,Female
19632,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),104,4th St at 16th St,5310,1,1996,Female
19633,6 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4734,1,1972,Male
19634,11 minutes,81,Berry St at 4th St,16,Steuart St at Market St,2366,2,1980,Male
19635,7 minutes,22,Howard St at Beale St,10,Washington St at Kearny St,4384,2,1992,Male
19636,6 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5538,3,1965,Male
19637,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),3057,2,1984,Male
19638,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5380,1,1974,Male
19639,23 minutes,3,Powell St BART Station (Market St at 4th St),146,30th St at San Jose Ave,3189,2,1962,Male
19640,6 minutes,22,Howard St at Beale St,3,Powell St BART Station (Market St at 4th St),4958,1,1988,Male
19641,3 minutes,16,Steuart St at Market St,22,Howard St at Beale St,5016,2,1987,Male
19642,2 minutes,16,Steuart St at Market St,22,Howard St at Beale St,5518,1,1972,Female
19643,16 minutes,81,Berry St at 4th St,98,Valencia St at 16th St,5047,2,1994,Male
19644,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5381,1,1977,Male
19645,11 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,2711,3,1983,Female
19646,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,5453,3,1984,Male
19647,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),121,Mission Playground,5575,1,1993,Male
19648,8 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,2353,3,1990,Female
19649,6 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,6147,2,1963,Male
19650,9 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5567,1,1968,Male
19651,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,5299,2,1970,Male
19652,7 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,3670,2,1966,Female
19653,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),5529,2,1980,Male
19654,11 minutes,81,Berry St at 4th St,75,Market St at Franklin St,4397,3,1971,Male
19655,22 minutes,22,Howard St at Beale St,22,Howard St at Beale St,2711,2,1966,Male
19656,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5475,1,1979,Male
19657,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),86,Market St at Dolores St,5376,3,1987,Female
19658,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4870,2,2000,Male
19659,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),364,China Basin St at 3rd St,4715,2,1980,Male
19660,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4737,1,2000,Female
19661,179 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,5281,3,1980,Female
19662,13 minutes,81,Berry St at 4th St,86,Market St at Dolores St,5356,3,1985,Female
19663,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5318,2,1975,Male
19664,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5431,1,1988,Female
19665,10 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,5436,3,1988,Male
19666,19 minutes,5,Powell St BART Station (Market St at 5th St),34,Father Alfred E Boeddeker Park,4351,2,1983,Male
19667,7 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),5016,1,1976,Male
19668,2 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5027,2,1969,Female
19669,2 minutes,5,Powell St BART Station (Market St at 5th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5013,1,1963,Male
19670,23 minutes,22,Howard St at Beale St,375,Grove St at Masonic Ave,4317,3,1977,Male
19671,10 minutes,16,Steuart St at Market St,92,Mission Bay Kids Park,5354,3,1988,Male
19672,14 minutes,16,Steuart St at Market St,343,Bryant St at 2nd St,5069,2,1989,Female
19673,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),343,Bryant St at 2nd St,5068,2,1996,Male
19674,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),349,Howard St at Mary St,5566,2,1982,Male
19675,15 minutes,3,Powell St BART Station (Market St at 4th St),10,Washington St at Kearny St,4716,2,1974,Male
19676,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),3326,2,1985,Female
19677,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,5358,3,1974,Female
19678,6 minutes,3,Powell St BART Station (Market St at 4th St),26,1st St at Folsom St,967,3,1979,Male
19679,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),79,7th St at Brannan St,4615,2,1995,Male
19680,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4718,3,1964,Female
19681,7 minutes,3,Powell St BART Station (Market St at 4th St),8,The Embarcadero at Vallejo St,4553,3,1993,Male
19682,13 minutes,3,Powell St BART Station (Market St at 4th St),123,Folsom St at 19th St,4767,2,1980,Female
19683,1 minutes,30,San Francisco Caltrain (Townsend St at 4th St),66,3rd St at Townsend St,5572,2,1995,Male
19684,1 minutes,30,San Francisco Caltrain (Townsend St at 4th St),66,3rd St at Townsend St,5279,2,1995,Male
19685,1 minutes,30,San Francisco Caltrain (Townsend St at 4th St),66,3rd St at Townsend St,5531,2,1995,Male
19686,7 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5069,2,1991,Male
19687,1 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),66,3rd St at Townsend St,4657,1,1995,Male
19688,13 minutes,16,Steuart St at Market St,81,Berry St at 4th St,5384,2,1987,Male
19689,9 minutes,81,Berry St at 4th St,62,Victoria Manalo Draves Park,4369,2,1995,Male
19690,4 minutes,5,Powell St BART Station (Market St at 5th St),19,Post St at Kearny St,3555,2,1982,Male
19691,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),114,Rhode Island St at 17th St,5458,2,1970,Male
19692,11 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,5023,2,1987,Male
19693,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5242,2,1983,Male
19694,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),41,Golden Gate Ave at Polk St,5045,1,1980,Male
19695,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),37,2nd St at Folsom St,4625,1,1990,Male
19696,22 minutes,5,Powell St BART Station (Market St at 5th St),3,Powell St BART Station (Market St at 4th St),5343,2,1968,Male
19697,5 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,4414,1,1988,Male
19698,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),78,Folsom St at 9th St,5534,2,1982,Female
19699,10 minutes,3,Powell St BART Station (Market St at 4th St),66,3rd St at Townsend St,907,3,1977,Male
19700,11 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4818,1,1986,Female
19701,11 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4718,1,1964,Female
19702,18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),126,Esprit Park,2761,2,1959,Male
19703,20 minutes,16,Steuart St at Market St,130,22nd St Caltrain Station,2250,2,1952,Male
19704,10 minutes,22,Howard St at Beale St,61,Howard St at 8th St,370,1,1962,Male
19705,4 minutes,3,Powell St BART Station (Market St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5262,3,1995,Male
19706,16 minutes,16,Steuart St at Market St,79,7th St at Brannan St,5110,3,1991,Male
19707,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,4979,2,1970,Male
19708,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),364,China Basin St at 3rd St,5502,1,1977,Male
19709,252 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,3377,1,1969,Male
19710,7 minutes,5,Powell St BART Station (Market St at 5th St),41,Golden Gate Ave at Polk St,2068,1,1967,Male
19711,7 minutes,5,Powell St BART Station (Market St at 5th St),17,Embarcadero BART Station (Beale St at Market St),1109,2,1996,Female
19712,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5341,2,1983,Male
19713,8 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,4382,2,1981,Female
19714,20 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,2723,3,1991,Female
19715,3 minutes,22,Howard St at Beale St,16,Steuart St at Market St,5110,2,1972,Female
19716,52 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,1860,1,1990,Male
19717,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,700,2,1991,Female
19718,5 minutes,5,Powell St BART Station (Market St at 5th St),21,Montgomery St BART Station (Market St at 2nd St),5442,2,1991,Male
19719,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),116,Mississippi St at 17th St,5515,1,1977,Male
19720,9 minutes,3,Powell St BART Station (Market St at 4th St),8,The Embarcadero at Vallejo St,4810,1,1976,Female
19721,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),3744,3,1960,Male
19722,11 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),3057,3,1945,Male
19723,15 minutes,3,Powell St BART Station (Market St at 4th St),87,Folsom St at 13th St,5355,1,1981,Male
19724,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,4395,1,1985,Male
19725,22 minutes,16,Steuart St at Market St,139,Garfield Square (25th St at Harrison St),4937,1,1984,Female
19726,12 minutes,5,Powell St BART Station (Market St at 5th St),285,Webster St at O'Farrell St,5291,2,1964,Female
19727,20 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,4965,2,1999,Female
19728,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),90,Townsend St at 7th St,4812,3,1983,Female
19729,39 minutes,81,Berry St at 4th St,47,4th St at Harrison St,590,2,1996,Female
19730,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),4,Cyril Magnin St at Ellis St,5200,1,1961,Male
19731,2 minutes,16,Steuart St at Market St,22,Howard St at Beale St,3432,3,1980,Male
19732,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),23,The Embarcadero at Steuart St,5055,1,1987,Male
19733,2 minutes,16,Steuart St at Market St,24,Spear St at Folsom St,4748,2,1991,Male
19734,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),23,The Embarcadero at Steuart St,5188,3,1992,Male
19735,3 minutes,5,Powell St BART Station (Market St at 5th St),33,Golden Gate Ave at Hyde St,5348,2,1986,Female
19736,4 minutes,5,Powell St BART Station (Market St at 5th St),20,Mechanics Monument Plaza (Market St at Bush St),4959,2,1962,Male
19737,9 minutes,81,Berry St at 4th St,61,Howard St at 8th St,5033,2,1960,Male
19738,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),91,Berry St at King St,4614,1,1990,Male
19739,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),102,Irwin St at 8th St,4377,3,1991,Male
19740,7 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),4382,1,1988,Male
19741,36 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),91,Berry St at King St,5393,2,1980,Male
19742,4 minutes,16,Steuart St at Market St,8,The Embarcadero at Vallejo St,5283,2,1970,Male
19743,31 minutes,16,Steuart St at Market St,5,Powell St BART Station (Market St at 5th St),5291,3,1988,Male
19744,45 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,5050,2,1983,Male
19745,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,2058,3,1984,Male
19746,7 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,5376,2,1993,Male
19747,3 minutes,16,Steuart St at Market St,23,The Embarcadero at Steuart St,5356,3,1989,Male
19748,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4974,3,1987,Male
19749,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),49,S Park St at 3rd St,1650,3,1992,Male
19750,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),104,4th St at 16th St,3662,1,1989,Female
19751,11 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5200,3,1983,Male
19752,2 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,4954,3,1971,Other
19753,6 minutes,81,Berry St at 4th St,321,5th St at Folsom,5306,1,1989,Female
19754,11 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),700,2,1991,Male
19755,9 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,4951,3,1994,Male
19756,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),25,Howard St at 2nd St,4625,2,1995,Male
