,id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction
2151,1508,Wednesday,HAWAIIAN AIR,HONOLULU,West US,Medium,Gates 1-12,2018-12-31,120.0,Somewhat clean,Somewhat safe,Neutral
2152,2716,Tuesday,SOUTHWEST,DENVER,West US,    Hub,Gates 20-39,2018-12-31,170.0,Average,Very safe,Neutral
2154,412,Sunday,UNITED,HOUSTON-BUSH,Midwest US,Hub,Gates 70-90,2018-12-31,302.0,Clean,Very safe,Neutral
2155,3164,Thursday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,120.0,Clean,Very safe,Somewhat satsified
2156,2975,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,175.0,Somewhat clean,Very safe,Neutral
2157,416,Sunday,UNITED,HOUSTON-BUSH,Midwest US,Hub,Gates 70-90,2018-12-31,242.0,Clean,Very safe,Very satisfied
2158,2755,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,210.0,Somewhat clean,Somewhat safe,Neutral
2159,259,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,85.0,Somewhat clean,Very safe,Somewhat satsified
2160,2994,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,2018-12-31,328.0,Average,Very safe,Somewhat satsified
2161,2532,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,95.0,Clean,Very safe,Very satisfied
2162,2954,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,125.0,Average,Somewhat safe,Neutral
2163,2527,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,270.0,Somewhat clean,Very safe,Very satisfied
2164,2409,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium     ,Gates 91-102,2018-12-31,190.0,Somewhat clean,Very safe,Very satisfied
2165,3006,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,2018-12-31,148.0,Clean,Somewhat safe,Very satisfied
2166,2248,Wednesday,UNITED,LOS ANGELES,West US,Hub     ,Gates 60-69,2018-12-31,155.0,Clean,Very safe,Very satisfied
2167,347,Friday,ALASKA,SAN DIEGO,West US,Medium,Gates 50-59,2018-12-31,156.0,Somewhat clean,Somewhat safe,Neutral
2168,701,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,140.0,Somewhat clean,Very safe,Somewhat satsified
2171,646,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,140.0,Clean,Neutral,Very satisfied
2172,1453,Saturday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,275.0,Clean,Very safe,Somewhat satsified
2173,2169,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,123.0,Somewhat clean,Very safe,Somewhat satsified
2174,354,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,2018-12-31,180.0,Somewhat clean,Very safe,Very satisfied
2175,3268,Tuesday,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,2018-12-31,130.0,Average,Somewhat safe,Neutral
2176,2203,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,185.0,Somewhat clean,Somewhat safe,Somewhat satsified
2177,955,Thursday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,110.0,Clean,Neutral,Very satisfied
2178,360,Friday,ALASKA,NEWARK,EAST US,    Hub,Gates 50-59,2018-12-31,65.0,Somewhat clean,Very safe,Neutral
2179,307,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,60.0,Somewhat clean,Neutral,Somewhat satsified
2180,2807,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,220.0,Clean,Very safe,Very satisfied
2181,1580,Wednesday,DELTA,DETROIT,Midwest US,Large,Gates 40-48,2018-12-31,105.0,Average,Very safe,Somewhat satsified
2182,2297,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,    Hub,Gates 1-12,2018-12-31,405.0,Somewhat clean,Somewhat safe,Somewhat unsatisfied
2183,2823,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,2018-12-31,93.0,Clean,Very safe,Very satisfied
2184,2585,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,78.0,Clean,Very safe,Somewhat satsified
2185,1393,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,250.0,Somewhat clean,Very safe,Somewhat satsified
2186,1476,Tuesday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,120.0,Clean,Somewhat safe,Very satisfied
2187,3280,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,95.0,Somewhat clean,Somewhat safe,Somewhat satsified
2188,1647,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,230.0,Clean,Very safe,Somewhat satsified
2189,564,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,255.0,Somewhat clean,Neutral,Neutral
2190,2856,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,2018-12-31,127.0,Somewhat clean,Neutral,Somewhat satsified
2191,1059,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,265.0,Clean,Somewhat safe,Very satisfied
2192,2183,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub     ,Gates 1-12,2018-12-31,165.0,Somewhat clean,Very safe,Very satisfied
2194,2636,Tuesday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,170.0,Somewhat clean,Neutral,Neutral
2195,1885,Wednesday,SINGAPORE AIRLINES,SINGAPORE,Asia,Hub,Gates 91-102,2018-12-31,105.0,Clean,Very safe,Very satisfied
2196,1935,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,125.0,Somewhat clean,Very safe,Somewhat satsified
2197,3261,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,165.0,Average,Somewhat safe,Very satisfied
2198,3266,Tuesday,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,2018-12-31,100.0,Clean,Very unsafe,Very satisfied
2199,2086,Thursday,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,2018-12-31,132.0,Clean,Somewhat safe,Somewhat satsified
2200,938,Thursday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium     ,Gates 91-102,2018-12-31,105.0,Average,Very safe,Somewhat satsified
2201,866,Tuesday,ALASKA,SEATTLE,West US,    Hub,Gates 50-59,2018-12-31,115.0,Clean,Very safe,Very satisfied
2202,2010,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,165.0,Somewhat clean,Somewhat safe,Somewhat satsified
2203,2673,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub     ,Gates 1-12,2018-12-31,330.0,Clean,Very safe,Somewhat satsified
2204,2213,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,125.0,Clean,Somewhat safe,Somewhat satsified
2205,2308,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,2018-12-31,270.0,Somewhat clean,Neutral,Neutral
2206,200,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,115.0,Average,Very safe,Somewhat satsified
2207,1795,Sunday,ALASKA,RALEIGH-DURHAM,EAST US,    Medium,Gates 50-59,2018-12-31,85.0,Average,Very safe,Neutral
2210,210,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,160.0,Somewhat clean,Somewhat safe,Neutral
2211,1725,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,270.0,Somewhat clean,Very safe,Somewhat satsified
2212,2394,Wednesday,UNITED INTL,BEIJING,Asia,Hub,Gates 91-102,2018-12-31,145.0,Clean,Somewhat safe,Very satisfied
2215,3242,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,245.0,Somewhat clean,Very safe,Neutral
2216,1242,Thursday,UNITED INTL,TOKYO-NARITA,Asia,Hub,Gates 91-102,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satsified
2217,2045,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,100.0,Somewhat clean,Neutral,Very satisfied
2218,1731,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,180.0,Somewhat clean,Somewhat safe,Somewhat satsified
2219,3132,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 60-69,2018-12-31,59.99999999999989,Somewhat clean,Somewhat safe,Somewhat satsified
2220,2105,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,2018-12-31,130.0,Average,Very safe,Somewhat satsified
2221,2107,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,2018-12-31,100.0,Clean,Somewhat safe,Very satisfied
2223,2834,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub     ,Gates 70-90,2018-12-31,100.0,Somewhat clean,Very safe,Somewhat satsified
2224,921,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,180.0,Clean,Very safe,Neutral
2225,2957,Tuesday,AMERICAN,NEW YORK-JFK,EAST US,Hub     ,Gates 50-59,2018-12-31,175.0,Somewhat clean,Neutral,Somewhat satsified
2226,9003,Tuesday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,124.0,Somewhat clean,Very safe,Somewhat satsified
2228,2235,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,215.0,Somewhat clean,Somewhat safe,Somewhat satsified
2229,1632,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,2018-12-31,225.0,Clean,Very safe,Very satisfied
2231,1916,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,245.0,Somewhat clean,Somewhat safe,Neutral
2232,2731,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,80.0,Somewhat clean,Somewhat safe,Somewhat satsified
2233,1160,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,100.0,Clean,Somewhat safe,Very satisfied
2234,3,Tuesday,SOUTHWEST,LOS ANGELES,West US,    Hub,Gates 20-39,2018-12-31,80.0,Clean,Somewhat safe,Somewhat satsified
2236,2488,Friday,ALASKA,SALT LAKE CITY,West US,Medium,Gates 1-12,2018-12-31,140.0,Somewhat clean,Somewhat safe,Somewhat satsified
2237,1537,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,105.0,Somewhat clean,Neutral,Neutral
2239,1310,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,180.0,Somewhat clean,Very safe,Very satisfied
2240,1201,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,64.9999999999999,Somewhat clean,Somewhat safe,Somewhat satsified
2241,2102,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,2018-12-31,160.0,Somewhat clean,Somewhat safe,Somewhat satsified
2242,2523,Saturday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,120.0,Clean,Very safe,Somewhat satsified
2243,389,Friday,ALASKA,INDIANAPOLIS,Midwest US,Medium,Gates 50-59,2018-12-31,380.0,Clean,Somewhat safe,Somewhat satsified
2244,2046,Friday,BRITISH AIRWAYS,LONDON HEATHROW,eur,    Hub,Gates 1-12,2018-12-31,160.0,Somewhat clean,Very safe,Somewhat unsatisfied
2245,1594,Wednesday,SINGAPORE AIRLINES,SINGAPORE,Asia,Hub     ,Gates 91-102,2018-12-31,120.0,Average,Neutral,Neutral
2246,1338,Tuesday,UNITED INTL,KANSAI,Asia,Hub,Gates 91-102,2018-12-31,215.0,Somewhat clean,Very safe,Somewhat satsified
2247,2390,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub,Gates 91-102,2018-12-31,695.0,Somewhat clean,Very safe,Somewhat satsified
2248,1980,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,245.0,Clean,Very safe,Somewhat satsified
2249,3015,Tuesday,UNITED,WASHINGTON DC-DULLES,East US,Medium,Gates 70-90,2018-12-31,110.0,Somewhat clean,Neutral,Somewhat satsified
2250,1622,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,170.0,Somewhat clean,Very safe,Somewhat satsified
2251,2420,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,225.0,Clean,Very safe,Very satisfied
2252,1300,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,110.0,Somewhat clean,Somewhat safe,Somewhat satsified
2253,2692,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,150.0,Clean,Very safe,Somewhat satsified
2254,3101,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,155.0,Clean,Very safe,Very satisfied
2255,3136,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,125.0,Clean,Very safe,Very satisfied
2256,1525,Wednesday,ALASKA,LOS ANGELES,West US,    Hub,Gates 40-48,2018-12-31,150.0,Average,Very safe,Very satisfied
2257,1154,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,60.00000000000011,Somewhat clean,Very safe,Very satisfied
2258,1583,Wednesday,UNITED INTL,HONG KONG,Asia,Hub     ,Gates 91-102,2018-12-31,150.0,Clean,Very safe,Very satisfied
2259,2970,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satsified
2260,2236,Thursday,SOUTHWEST,PHOENIX,West US,    Hub,Gates 20-39,2018-12-31,110.0,Clean,Very safe,Somewhat satsified
2261,3145,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,45.0,Clean,Somewhat safe,Somewhat satsified
2262,1616,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,140.0,Clean,Very safe,Somewhat satsified
2263,2343,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,105.0,Somewhat clean,Very safe,Very satisfied
2266,2455,Friday,ALASKA,SALT LAKE CITY,West US,Medium     ,Gates 1-12,2018-12-31,150.0,Average,Very safe,Somewhat satsified
2267,1319,Thursday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,276.0,Clean,Very safe,Very satisfied
2268,839,Sunday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,185.0,Somewhat clean,Very safe,Somewhat satsified
2269,311,Thursday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,122.0,Somewhat clean,Somewhat safe,Somewhat satsified
2270,2072,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,79.0,Clean,Very safe,Very satisfied
2272,1228,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,59.99999999999989,Somewhat clean,Very safe,Somewhat satsified
2273,773,Thursday,UNITED INTL,SAN JOSE DEL CABO,Canada/Mexico,    Small,Gates 91-102,2018-12-31,240.0,Somewhat clean,Very safe,Somewhat satsified
2274,2666,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,132.0,Clean,Very safe,Very satisfied
2275,2428,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,160.0,Clean,Somewhat safe,Very satisfied
2276,1329,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub     ,Gates 91-102,2018-12-31,260.0,Clean,Very safe,Somewhat satsified
2277,833,Sunday,ALASKA,NASHVILLE,Midwest US,Medium,Gates 50-59,2018-12-31,246.0,Clean,Very safe,Very satisfied
2278,2583,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,123.0,Clean,Very safe,Very satisfied
2279,3153,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 60-69,2018-12-31,74.9999999999999,Somewhat clean,Somewhat safe,Somewhat satsified
2280,2780,Thursday,DELTA,ATLANTA,East US,Hub,Gates 40-48,2018-12-31,120.0,Somewhat clean,Very safe,Somewhat satsified
2282,2471,Friday,ALASKA,SALT LAKE CITY,West US,Medium,Gates 1-12,2018-12-31,105.0,Somewhat clean,Neutral,Somewhat satsified
2283,423,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,105.0,Somewhat clean,Somewhat safe,Somewhat satsified
2284,1855,Sunday,ALASKA,KAHULUI,West US,    Small,Gates 50-59,2018-12-31,175.0,Clean,Very safe,Very satisfied
2285,2190,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,125.0,Average,Very safe,Neutral
2288,3115,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,2018-12-31,157.0,Clean,Very safe,Somewhat satsified
2289,1423,Saturday,UNITED,KANSAS CITY,Midwest US,Medium,Gates 70-90,2018-12-31,59.99999999999989,Somewhat clean,Very safe,Somewhat satsified
2290,601,Thursday,JETBLUE,BOSTON,EAST US,    Large,Gates 1-12,2018-12-31,102.0,Average,Very safe,Neutral
2291,2533,Saturday,JETBLUE,LONG BEACH,West US,Small     ,Gates 1-12,2018-12-31,108.0,Somewhat clean,Very safe,Somewhat satsified
2292,939,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,210.0,Somewhat clean,Somewhat safe,Neutral
2293,1266,Thursday,CATHAY PACIFIC,HONG KONG,Asia,    Hub,Gates 1-12,2018-12-31,155.0,Clean,Somewhat safe,Somewhat satsified
2294,359,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,2018-12-31,120.0,Average,Somewhat safe,Neutral
2295,934,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,180.0,Average,Somewhat safe,Somewhat satsified
2296,1686,Saturday,CATHAY PACIFIC,HONG KONG,Asia,    Hub,Gates 1-12,2018-12-31,275.0,Average,Neutral,Neutral
2297,2078,Thursday,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,2018-12-31,112.0,Clean,Very safe,Somewhat satsified
2300,1568,Wednesday,UNITED INTL,HONG KONG,Asia,Hub,Gates 91-102,2018-12-31,150.0,Clean,Very safe,Somewhat satsified
2303,2003,Friday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,185.0,Clean,Neutral,Very satisfied
2304,2414,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,250.0,Somewhat clean,Very safe,Very satisfied
2305,1405,Saturday,UNITED,KANSAS CITY,Midwest US,Medium,Gates 70-90,2018-12-31,180.0,Somewhat clean,Very safe,Somewhat satsified
2306,861,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,175.0,Clean,Neutral,Somewhat satsified
2307,2710,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,240.0,Clean,Somewhat safe,Very satisfied
2308,1730,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,180.0,Clean,Very safe,Somewhat satsified
2310,2044,Friday,BRITISH AIRWAYS,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,180.0,Clean,Neutral,Somewhat satsified
2312,894,Tuesday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,170.0,Clean,Somewhat safe,Neutral
2313,1981,Friday,AIR FRANCE/KLM,AMSTERDAM,eur,Hub     ,Gates 1-12,2018-12-31,175.0,Clean,Somewhat safe,Very satisfied
2314,2544,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,75.0,Somewhat clean,Neutral,Neutral
2316,2512,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,139.0,Clean,Somewhat safe,Somewhat satsified
2317,540,Thursday,ALASKA,PUERTO VALLARTA,Canada/Mexico,Small,Gates 50-59,2018-12-31,240.0,Somewhat clean,Very safe,Somewhat satsified
2318,2339,Tuesday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,95.0000000000001,Somewhat clean,Very safe,Somewhat satsified
2319,453,Sunday,ALASKA,LAS VEGAS,West US,    Hub,Gates 50-59,2018-12-31,240.0,Clean,Neutral,Somewhat satsified
2320,1344,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,80.0,Clean,Very safe,Very satisfied
2321,1082,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,95.0000000000001,Somewhat clean,Very safe,Somewhat satsified
2322,2686,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub     ,Gates 1-12,2018-12-31,210.0,Average,Somewhat safe,Somewhat satsified
2323,2809,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,90.0,Average,Neutral,Neutral
2324,2356,Tuesday,JETBLUE,FT. LAUDERDALE,EAST US,Large     ,Gates 1-12,2018-12-31,131.0,Somewhat clean,Somewhat safe,Somewhat satsified
2325,2071,Thursday,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,2018-12-31,147.0,Somewhat clean,Very safe,Somewhat satsified
2326,337,Wednesday,SOUTHWEST,PHOENIX,West US,    Hub,Gates 20-39,2018-12-31,150.0,Average,Somewhat safe,Neutral
2327,1223,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,90.0,Somewhat clean,Very safe,Neutral
2328,2931,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,105.0,Clean,Somewhat safe,Somewhat satsified
2329,897,Tuesday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,220.0,Clean,Very safe,Very satisfied
2330,2111,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,    Hub,Gates 91-102,2018-12-31,100.0,Clean,Somewhat safe,Somewhat satsified
2332,1878,Wednesday,SINGAPORE AIRLINES,SINGAPORE,Asia,Hub,Gates 91-102,2018-12-31,180.0,Somewhat clean,Somewhat safe,Somewhat satsified
2333,2893,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,175.0,Average,Somewhat safe,Neutral
2334,3043,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub     ,Gates 50-59,2018-12-31,230.0,Somewhat clean,Very safe,Somewhat satsified
2335,369,Friday,ALASKA,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 50-59,2018-12-31,130.0,Somewhat clean,Very safe,Somewhat satsified
2336,1720,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,150.0,Clean,Very safe,Somewhat satsified
2337,2712,Tuesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,200.0,Somewhat clean,Very safe,Somewhat satsified
2338,2135,Wednesday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,94.99999999999979,Average,Very safe,Neutral
2339,1384,Tuesday,UNITED INTL,PARIS-DE GAULLE,Europe,Hub,Gates 91-102,2018-12-31,90.0,Somewhat clean,Very safe,Somewhat satsified
2341,2895,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,160.0,Somewhat clean,Very safe,Somewhat satsified
2342,804,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,155.0,Somewhat clean,Very safe,Neutral
2343,2507,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,139.0,Average,Very safe,Somewhat satsified
2345,992,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,220.0,Somewhat clean,Somewhat safe,Somewhat satsified
2346,382,Friday,ALASKA,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,145.0,Clean,Somewhat safe,Neutral
2347,625,Thursday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,65.0,Somewhat clean,Somewhat safe,Somewhat satsified
2348,3110,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,94.99999999999979,Somewhat clean,Somewhat safe,Very satisfied
2349,1535,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,275.0,Clean,Very safe,Somewhat satsified
2351,1307,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,110.0,Clean,Somewhat safe,Very satisfied
2352,760,Sunday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,120.0,Clean,Very safe,Very satisfied
2354,2772,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,90.0,Somewhat clean,Very safe,Somewhat satsified
2355,1802,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,205.0,Somewhat clean,Somewhat safe,Somewhat satsified
2356,545,Thursday,EMIRATES,DUBAI,middle east,    Hub,Gates 1-12,2018-12-31,165.0,Average,Very safe,Somewhat satsified
2357,1691,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,155.0,Average,Somewhat safe,Neutral
2358,1495,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-01-01,179.0,Somewhat clean,Neutral,Neutral
2359,362,Friday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,95.0000000000001,Clean,Very safe,Very satisfied
2360,1442,Saturday,UNITED,PORTLAND,West US,    Medium,Gates 70-90,2018-12-31,340.0,Average,Very safe,Neutral
2361,963,Friday,LUFTHANSA,MUNICH,eur,    Hub,Gates 91-102,2018-12-31,175.0,Somewhat clean,Very safe,Somewhat satsified
2362,1401,Tuesday,UNITED INTL,PARIS-DE GAULLE,Europe,Hub,Gates 91-102,2018-12-31,120.0,Clean,Very safe,Very satisfied
2363,838,Sunday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,155.0,Average,Neutral,Neutral
2364,3119,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,2018-12-31,173.0,Somewhat clean,Very safe,Somewhat satsified
2365,379,Friday,ALASKA,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 50-59,2018-12-31,105.0,Clean,Neutral,Somewhat satsified
2366,3273,Tuesday,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,2018-12-31,145.0,Somewhat clean,Very safe,Neutral
2367,1831,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,285.0,Clean,Somewhat safe,Very satisfied
